Site,Depth_m,Depth_group2,Depth_group,Habitat,Habitat_simplified,Aspect_descriptive,browser,cleaner,corallivore,cropper,detritivore,excavator,invertivore-mobile,invertivore-sessile,macro-invertivore,micro-invertivore,NA,omnivore,pisci-invertivore,piscivore,planktivore,scraper,spongivore
FLIN-02,43.3,50,Upper_meso,lagoon,lagoon,flat,0,0,0,4495.561102,0,0,0,0,8651.714424,70.66860506,1641.173218,0,16443.64059,6725.024218,21.31087952,0,0
FLIN-02,44,50,Upper_meso,lagoon,lagoon,flat,0,0,0,96.15064058,0,242.9840042,0,0,298.6942548,662.744694,217.7135052,0,72988.72438,0,5.830566167,0,0
FLIN-04,17.4,20,Shallow,lagoon,lagoon,flat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLIN-04,18.8,20,Shallow,lagoon,lagoon,gentle_slope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLIN-04,34.1,40,Upper_meso,lagoon,lagoon,flat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRAN-01,8,10,Shallow,outer_reef,outer_slope,gentle_slope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRAN-01,14,20,Shallow,outer_reef,outer_slope,moderate_slope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRAN-01,25,30,Shallow,outer_reef,outer_slope,moderate_slope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRAN-01,35,40,Upper_meso,outer_reef,outer_slope,steep_slope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRAN-01,42,50,Upper_meso,outer_reef,outer_slope,steep_slope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRAN-01,52,60,Upper_meso,outer_reef,outer_slope,wall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRAN-01,62,70,Lower_meso,outer_reef,outer_slope,wall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRAN-01,72,80,Lower_meso,outer_reef,outer_slope,steep_slope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRAN-01,79,80,Lower_meso,outer_reef,outer_slope,steep_slope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRAN-01,90,90,Lower_meso,outer_reef,outer_slope,steep_slope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRED-01,34.8,40,Upper_meso,inner_reef,inner_reef,gentle_slope,0,0,0,552.7742612,159.3716248,0,0,0,0,342.1460664,29545.10658,0,28508.597,75261.92172,4345.90543,0,0
FRED-01,40,40,Upper_meso,inner_reef,inner_reef,flat,0,0,0,0,0,0,0,0,0,201.1722679,0,0,317048.0347,0,0,0,0
FRED-02,24,30,Shallow,lagoon,lagoon,gentle_slope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GEOR-01,32.6,40,Upper_meso,outer_reef,outer_slope,gentle_slope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GEOR-01,36.2,40,Upper_meso,outer_reef,outer_slope,moderate_slope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GEOR-01,41.2,50,Upper_meso,outer_reef,outer_slope,steep_slope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GEOR-01,47.9,50,Upper_meso,outer_reef,outer_slope,moderate_slope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GEOR-01,48,50,Upper_meso,outer_reef,outer_slope,steep_slope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GEOR-01,51.4,60,Upper_meso,outer_reef,outer_slope,moderate_slope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GEOR-01,57.2,60,Upper_meso,outer_reef,outer_slope,flat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GEOR-01,62.3,70,Lower_meso,outer_reef,outer_slope,flat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GEOR-01,67,70,Lower_meso,outer_reef,outer_slope,gentle_slope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GEOR-01,71.5,80,Lower_meso,outer_reef,outer_slope,gentle_slope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GEOR-01,77.2,80,Lower_meso,outer_reef,outer_slope,gentle_slope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GEOR-01,80.9,90,Lower_meso,outer_reef,outer_slope,moderate_slope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GEOR-01,86.8,90,Lower_meso,outer_reef,outer_slope,gentle_slope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GEOR-01,91,100,Lower_meso,outer_reef,outer_slope,gentle_slope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GEOR-01,96.5,100,Lower_meso,outer_reef,outer_slope,gentle_slope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HERA-01,34.3,40,Upper_meso,passage,passage,flat,0,0,18.98917033,0,0,0,0,0,2685.48658,2543.774295,208.9749761,15.53298642,1104.287535,56.77991669,22180.43272,0,0
HERA-01,35.3,40,Upper_meso,passage,passage,flat,0,0,0,0,767.2725853,0,0,0,0,5833.048703,0,0,0,0,911.2559413,0,0
HERA-01,37.1,40,Upper_meso,passage,passage,gentle_slope,2851.694561,0,0,0,1679.745155,0,0,0,5178.834035,186.1458236,1713.607098,0,6327.193902,9347.583636,0,1819.855475,0
HERA-01,37.6,40,Upper_meso,passage,passage,flat,0,0,0,0,0,0,0,0,760.0791941,0,0,0,0,0,0,0,0
HERA-01,40.4,50,Upper_meso,passage,passage,gentle_slope,0,0,226.3334039,3115.194242,210.3162628,1119.473591,0,0,0,1569.597322,3470.913415,0,922.6656413,4693.071621,0,1086.42032,47.38077083
HERA-01,40.5,50,Upper_meso,passage,passage,gentle_slope,616.1893338,0,83.85796171,624.0901933,864.9055524,0,0,0,0,2275.663523,0,0,22846.46489,6731.561416,23062.76444,1614.475428,0
HERA-01,41.7,50,Upper_meso,passage,passage,gentle_slope,1600.925399,0,0,1380.135721,247.1675571,0,0,0,21483.60236,0,891.6199325,0,482.2509022,0,707.0425428,0,0
HERA-01,43.5,50,Upper_meso,passage,passage,gentle_slope,0,0,80.24680282,434.718796,101.3050578,0,0,0,6487.209069,1056.505676,575.941693,0,16462.7226,0,450.9551187,0,0
HERA-01,43.8,50,Upper_meso,passage,passage,gentle_slope,0,0,44.87052054,0,34.6887685,0,0,0,1427.216184,0,185.8724796,0,0,0,359.9888741,129.7853701,0
HERM-01,10.2,20,Shallow,lagoon,lagoon,moderate_slope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HERM-01,13.5,20,Shallow,lagoon,lagoon,moderate_slope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HERM-01,14.1,20,Shallow,lagoon,lagoon,moderate_slope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HERM-01,15.2,20,Shallow,lagoon,lagoon,moderate_slope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HERM-01,21.1,30,Shallow,lagoon,lagoon,flat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HERM-01,22,30,Shallow,lagoon,lagoon,flat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HERM-01,23.7,30,Shallow,lagoon,lagoon,gentle_slope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HERM-01,30.1,40,Upper_meso,lagoon,lagoon,flat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HERM-01,30.3,40,Upper_meso,lagoon,lagoon,flat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HERM-01,31,40,Upper_meso,lagoon,lagoon,flat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HERM-01,33.2,40,Upper_meso,lagoon,lagoon,flat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HERM-01,38.7,40,Upper_meso,lagoon,lagoon,flat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HERM-01,40.2,50,Upper_meso,lagoon,lagoon,flat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HERM-01,41.2,50,Upper_meso,lagoon,lagoon,flat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HERM-01,42.5,50,Upper_meso,lagoon,lagoon,flat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HERM-01,46.2,50,Upper_meso,lagoon,lagoon,flat,0,0,63.01165806,2300.755139,185.6178394,0,0,0,1745.118169,788.1904183,0,0,0,5579.120421,26.42573068,4915.224868,0
HERM-01,46.4,50,Upper_meso,lagoon,lagoon,flat,0,0,0,2863.787855,0,0,0,0,1212.778506,0,0,0,0,2833.713693,0,0,0
HERM-01,46.6,50,Upper_meso,lagoon,lagoon,flat,0,0,0,2227.342194,0,0,0,0,1486.141977,194.6269542,0,0,0,0,15.91767586,265.7212121,0
HERM-01,46.8,50,Upper_meso,lagoon,lagoon,flat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HERM-01,47.1,50,Upper_meso,lagoon,lagoon,flat,0,0,0,994.453819,0,0,0,0,0,0,0,0,9065.348275,0,0,0,0
HERM-01,47.7,50,Upper_meso,lagoon,lagoon,flat,0,0,0,0,122.8525319,0,0,0,960.4594689,0,38.83953381,0,52.12350679,90.83260617,0,0,0
HERM-01,47.9,50,Upper_meso,lagoon,lagoon,flat,0,0,0,1281.770896,0,0,0,0,2974.863756,543.643661,84318.84912,0,233.2890513,1001.573966,114.2737582,3645.893327,0
HERM-01,48.1,50,Upper_meso,lagoon,lagoon,flat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HERM-01,48.9,50,Upper_meso,lagoon,lagoon,flat,0,0,0,0,0,0,0,0,190.0375691,0,122.8091506,0,275.9235566,0,154.3117009,0,0
HERM-01,49.4,50,Upper_meso,lagoon,lagoon,flat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOLM-01,34.7,40,Upper_meso,outer_reef,outer_slope,gentle_slope,0,0,0,24.95048555,33.57112079,0,0,0,0,290.7903576,0,274.3193713,0,0,141.3140764,0,0
HOLM-01,36,40,Upper_meso,outer_reef,outer_slope,moderate_slope,0,0,0,260.6896346,696.5096537,0,0,0,1899.899003,701.6041409,206.0553105,136.5120744,322.8498536,0,1367.200498,0,0
HOLM-01,36.8,40,Upper_meso,outer_reef,outer_slope,moderate_slope,0,0,0,47.37721319,28.53261341,10738.34255,0,0,0,7.442131891,0,43.25567324,0,0,174.8356735,1354.628009,0
HOLM-01,42.5,50,Upper_meso,outer_reef,outer_slope,moderate_slope,0,0,0,256.3731458,60.60064171,0,0,0,0,0,0,0,230.1344298,0,5418.772849,0,0
HOLM-01,43,50,Upper_meso,outer_reef,outer_slope,moderate_slope,0,0,0,32.93864163,0,0,0,0,0,137.6381417,0,0,0,0,653.9394889,0,0
HOLM-01,46.4,50,Upper_meso,outer_reef,outer_slope,moderate_slope,0,0,0,727.0498924,0,0,0,0,420.9045107,214.9328289,0,102.3840558,141.2223506,0,844.9647549,0,0
HOLM-01,51,60,Upper_meso,outer_reef,outer_slope,steep_slope,0,0,0,351.2310506,18.15926438,1500.736851,0,0,232.4328249,1478.906925,553.8439557,0,0,0,1747.968781,0,0
HOLM-01,52.4,60,Upper_meso,outer_reef,outer_slope,steep_slope,0,0,0,40.08679135,0,0,0,0,179.3838998,360.529554,0,0,3150.757128,0,1302.060278,0,0
HOLM-01,55,60,Upper_meso,outer_reef,outer_slope,steep_slope,0,0,0,148.1074307,0,0,0,0,0,50.97621657,0,28.44772215,87.96622939,0,1582.320665,0,0
HOLM-02,28,30,Shallow,outer_reef,outer_slope,gentle_slope,0,0,0,1021.802236,1236.879125,0,0,0,834.4328734,1361.715102,7.690468714,32.47531091,5501.551023,54159.21699,785.4022058,858.169008,0
HOLM-02,31.2,40,Upper_meso,outer_reef,outer_slope,gentle_slope,0,0,45.20566062,1970.492619,154.8301056,0,0,0,223.0890682,1026.653768,15.91953341,0,55971.46143,15180.3984,18.800515,640.9403799,0
HOLM-02,35,40,Upper_meso,outer_reef,outer_slope,gentle_slope,685.2684583,0,56.28030761,7475.436993,94.48619002,0,0,0,740.4875373,799.0858972,2259.187149,0,16563.44255,0,8108.800137,275.3559324,0
HOLM-02,37,40,Upper_meso,outer_reef,outer_slope,gentle_slope,0,0,0,653.3257787,217.4359127,0,0,0,253.5097131,1481.884751,54.5100936,0,0,0,1122.609452,392.0743516,0
HOLM-02,45,50,Upper_meso,outer_reef,outer_slope,wall,0,0,0,112.9073947,0,0,0,0,243.8139647,504.0805908,0,0,557.4158469,0,1561.718878,0,167.7280338
HOLM-02,46.6,50,Upper_meso,outer_reef,outer_slope,wall,0,0,0,0,0,0,0,0,901.6886567,354.2178338,504.0563012,0,92.0040059,0,2728.105403,0,0
HOLM-02,54.5,60,Upper_meso,outer_reef,outer_slope,steep_slope,0,0,0,1676.018004,0,0,0,0,2962.85104,378.2192088,119.1830489,0,195.9279198,0,5192.630901,0,0
HOLM-02,56.6,60,Upper_meso,outer_reef,outer_slope,steep_slope,0,0,0,323.794034,0,0,0,0,702.2869568,1175.608695,0,0,1015.967576,0,5167.744563,0,0
HOLM-02,62.7,70,Lower_meso,outer_reef,outer_slope,steep_slope,0,0,0,97.04187878,0,0,0,0,547.4295646,610.7943508,925.7907581,0,72723.73544,0,272.2170089,0,0
HOLM-02,63.1,70,Lower_meso,outer_reef,outer_slope,steep_slope,0,0,0,0,0,0,0,0,0,0,71.84074295,0,75803.61902,0,453.9763186,0,0
HOLM-02,63.2,70,Lower_meso,outer_reef,outer_slope,steep_slope,779.4719725,0,0,64.7462073,0,0,0,0,495.8300528,314.2997074,0,0,0,0,11126.85267,0,119.8802097
HOLM-02,63.7,70,Lower_meso,outer_reef,outer_slope,steep_slope,0,0,0,358.9257363,0,0,0,0,1312.299533,2459.641591,340.3210921,0,0,0,264.2509236,0,127.2409753
HOLM-02,64.2,70,Lower_meso,outer_reef,outer_slope,steep_slope,0,0,76.89114662,0,0,0,0,0,361.2023247,383.9476021,0,0,2288.393145,0,756.3488833,0,136.8496052
HOLM-03,2.3,10,Shallow,outer_reef,outer_slope,gentle_slope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOLM-03,9.6,10,Shallow,outer_reef,outer_slope,gentle_slope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOLM-03,12.6,20,Shallow,outer_reef,outer_slope,gentle_slope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOLM-03,18.2,20,Shallow,outer_reef,outer_slope,gentle_slope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOLM-03,22.4,30,Shallow,outer_reef,outer_slope,gentle_slope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOLM-03,27.3,30,Shallow,outer_reef,outer_slope,gentle_slope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOLM-03,32.2,40,Upper_meso,outer_reef,outer_slope,gentle_slope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOLM-03,37.1,40,Upper_meso,outer_reef,outer_slope,gentle_slope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOLM-03,41.6,50,Upper_meso,outer_reef,outer_slope,gentle_slope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOLM-03,46.8,50,Upper_meso,outer_reef,outer_slope,gentle_slope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOLM-03,51.5,60,Upper_meso,outer_reef,outer_slope,gentle_slope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOLM-03,52.1,60,Upper_meso,outer_reef,outer_slope,gentle_slope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOLM-03,57.1,60,Upper_meso,outer_reef,outer_slope,gentle_slope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOLM-03,61.6,70,Lower_meso,outer_reef,outer_slope,gentle_slope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOLM-03,68.2,70,Lower_meso,outer_reef,outer_slope,gentle_slope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOLM-03,71.7,80,Lower_meso,outer_reef,outer_slope,gentle_slope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOLM-03,77.4,80,Lower_meso,outer_reef,outer_slope,gentle_slope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOLM-03,82.2,90,Lower_meso,outer_reef,outer_slope,gentle_slope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOLM-03,87.6,90,Lower_meso,outer_reef,outer_slope,gentle_slope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOLM-03,91.4,100,Lower_meso,outer_reef,outer_slope,gentle_slope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOLM-03,98.7,100,Lower_meso,outer_reef,outer_slope,gentle_slope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOLM-04,3,10,Shallow,outer_slope,outer_slope,gentle_slope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOLM-04,7,10,Shallow,outer_slope,outer_slope,moderate_slope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOLM-04,12,20,Shallow,outer_slope,outer_slope,moderate_slope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOLM-04,17,20,Shallow,outer_slope,outer_slope,gentle_slope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOLM-04,22,30,Shallow,outer_slope,outer_slope,gentle_slope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOLM-04,28,30,Shallow,outer_slope,outer_slope,gentle_slope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOLM-04,32,40,Upper_meso,outer_slope,outer_slope,gentle_slope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOLM-04,37,40,Upper_meso,outer_slope,outer_slope,gentle_slope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOLM-04,41,50,Upper_meso,outer_slope,outer_slope,gentle_slope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOLM-04,47,50,Upper_meso,outer_slope,outer_slope,gentle_slope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOLM-04,54,60,Upper_meso,outer_slope,outer_slope,flat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOLM-04,56,60,Upper_meso,outer_slope,outer_slope,moderate_slope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOLM-04,63,70,Lower_meso,outer_slope,outer_slope,steep_slope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOLM-04,65,70,Lower_meso,outer_slope,outer_slope,wall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOLM-04,71,80,Lower_meso,outer_slope,outer_slope,wall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOLM-04,75,80,Lower_meso,outer_slope,outer_slope,wall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOLM-04,81,90,Lower_meso,outer_slope,outer_slope,wall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOLM-04,85,90,Lower_meso,outer_slope,outer_slope,wall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOLM-04,91,100,Lower_meso,outer_slope,outer_slope,wall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOLM-04,95,100,Lower_meso,outer_slope,outer_slope,wall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSUP-01,9.6,10,Shallow,outer_reef,outer_slope,steep_slope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSUP-01,13.7,20,Shallow,outer_reef,outer_slope,steep_slope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSUP-01,18.6,20,Shallow,outer_reef,outer_slope,moderate_slope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSUP-01,28.4,30,Shallow,outer_reef,outer_slope,gentle_slope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSUP-01,39.6,40,Upper_meso,outer_reef,outer_slope,steep_slope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSUP-01,47.6,50,Upper_meso,outer_reef,outer_slope,steep_slope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSUP-01,55.5,60,Upper_meso,outer_reef,outer_slope,steep_slope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSUP-01,61.3,70,Lower_meso,outer_reef,outer_slope,steep_slope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JULI-01,28,30,Shallow,outer_slope,outer_slope,gentle_slope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JULI-01,34.9,40,Upper_meso,outer_reef,outer_slope,gentle_slope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JULI-01,49.3,50,Upper_meso,outer_reef,outer_slope,gentle_slope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JULI-01,59,60,Upper_meso,outer_reef,outer_slope,gentle_slope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JULI-01,68,70,Lower_meso,outer_reef,outer_slope,flat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JULI-01,70,70,Lower_meso,outer_reef,outer_slope,gentle_slope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JULI-01,80,80,Lower_meso,outer_reef,outer_slope,moderate_slope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JULI-01,98,100,Lower_meso,outer_reef,outer_slope,steep_slope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JULI-02,35.4,40,Upper_meso,outer_reef,outer_slope,moderate_slope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JULI-02,47.6,50,Upper_meso,outer_reef,outer_slope,gentle_slope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JULI-02,55.6,60,Upper_meso,outer_reef,outer_slope,gentle_slope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JULI-02,59.1,60,Upper_meso,outer_reef,outer_slope,gentle_slope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JULI-02,67.1,70,Lower_meso,outer_reef,outer_slope,moderate_slope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JULI-02,77,80,Lower_meso,outer_reef,outer_slope,moderate_slope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JULI-02,86.4,90,Lower_meso,outer_reef,outer_slope,moderate_slope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JULI-02,94.2,100,Lower_meso,outer_reef,outer_slope,moderate_slope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JULI-02,98,100,Lower_meso,outer_reef,outer_slope,moderate_slope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KENN-01,31.1,40,Upper_meso,outer_reef,outer_slope,steep_slope,0,0,0,633.2230765,192.8068112,655.7275785,0,0,1040.782737,1009.592264,644.5706306,0,652.2449936,0,9845.389164,1521.789343,0
KENN-01,31.4,40,Upper_meso,outer_reef,outer_slope,gentle_slope,5726.822164,0,0,3151.768559,492.3428801,4408.457239,0,0,271.161091,767.9479901,1719.32876,0,4393.85952,0,26654.57247,3321.126165,0
KENN-01,32.3,40,Upper_meso,outer_reef,outer_slope,gentle_slope,0,0,0,535.333151,0,0,0,0,639.166651,1113.181462,0,1.873421996,25547.26401,6899.093399,34374.37726,0,0
KENN-01,40.8,50,Upper_meso,outer_reef,outer_slope,steep_slope,1394.165008,0,90.91442936,365.5430188,558.8168308,0,0,0,1891.975997,113.1104404,0,0,18141.77394,0,413.5761941,1346.549186,0
KENN-02,20,20,Shallow,lagoon,lagoon,gentle_slope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LORN-01,4,10,Shallow,outer_slope,outer_slope,flat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LORN-01,9,10,Shallow,outer_slope,outer_slope,flat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LORN-01,27,30,Shallow,outer_slope,outer_slope,flat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LORN-01,30.8,40,Upper_meso,outer_slope,outer_slope,flat,0,0,0,0,0,0,0,0,0,528.8208604,152.049426,0,0,0,0,0,0
LORN-01,31.2,40,Upper_meso,outer_slope,outer_slope,flat,0,0,0,0,0,0,0,0,480.8586523,469.0792177,88.07920104,65.74644797,0,0,100.1192783,0,0
LORN-01,31.7,40,Upper_meso,outer_slope,outer_slope,flat,0,0,64.03432468,26.93293025,0,0,0,0,3046.164264,738.7035384,0,0,0,0,10.01914315,0,0
LORN-01,32.5,40,Upper_meso,outer_slope,outer_slope,flat,0,0,0,219.913726,154.9383535,0,0,0,895.4403874,3546.75178,53.98170024,0,1486.380955,0,290.2777906,400.2667648,0
