Site,Depth_m,Depth_group,Depth_categorical,Habitat,Aspect_descriptive,browser,corallivore,cropper/grazer,detritivore,excavator,invertivore-mobile,invertivore-sessile,macro-invertivore,micro-invertivore,NA,omnivore,pisci-invertivore,piscivore,planktivore,scraper,spongivore
OSPR-01,25.1,30m,Shallow,outer_reef,steep_slope,0,0,0,0,0,0,0,26.9034,16.52335,16.75556667,0,13.95216667,0,6.6041875,0,0
OSPR-01,25.5,30m,Shallow,outer_reef,moderate_slope,0,0,16.56,0,27.99873333,0,0,28.6344,16.82941667,0,0,0,27.5315,5.6213,20.035,0
OSPR-01,28.2,30m,Shallow,outer_reef,wall,38.54,0,19.32,0,32.14365,0,0,17.876,16.5441,15.0175,0,31.29415,0,15.29636,41.6655,0
OSPR-01,28.8,30m,Shallow,outer_reef,moderate_slope,0,10.6334,0,14.4901,0,10.6116,0,23.21,16.80118,0,0,0,14.6886,8.49615,22.6573,0
OSPR-01,32.8,40m,Upper_meso,outer_reef,moderate_slope,0,0,10.0832,11.70595,0,0,0,0,7.53725,23.54,0,15.1786,0,12.5968875,0,0
OSPR-01,33.3,40m,Upper_meso,outer_reef,wall,0,0,13.45195,12.34,0,0,0,24.654,14.37886,20.47615,0,0,0,4.75018,0,18.9195
OSPR-01,35.3,40m,Upper_meso,outer_reef,steep_slope,32.45,0,17.33645,11.34,0,0,0,17.94533333,17.5972,17.32,0,31.8909,33.21,11.81694706,29.32,0
OSPR-01,35.7,40m,Upper_meso,outer_reef,gentle_slope,0,0,10.1758,14.32,0,0,0,17.5651,12.2604,5.7216,0,13.69423333,0,11.41615714,0,0
OSPR-01,36.6,40m,Upper_meso,outer_reef,moderate_slope,0,12.9851,10.4139,11.1275,0,0,0,20.14065,13.5361,0,0,0,0,10.43888125,20.1096,0
OSPR-01,38.2,40m,Upper_meso,outer_reef,wall,0,17.87,20.7592,0,0,0,0,21.3066,18.6429,15.82405714,0,30.0033,0,9.454394118,28.4618,0
OSPR-01,41.2,50m,Upper_meso,outer_reef,wall,0,0,12.8283,0,0,0,0,14.44245,14.8141,16.74955,0,86.8759,0,11.87861429,0,0
OSPR-01,43.2,50m,Upper_meso,outer_reef,wall,0,0,0,0,0,0,0,25.41633333,13.1303,13.8176,0,46.2463,0,9.42787,0,0
OSPR-01,44.7,50m,Upper_meso,outer_reef,moderate_slope,0,0,0,0,0,0,0,25.60873333,17.82825,0,0,46.7257,40.0323,18.5036,0,0
OSPR-01,44.7,50m,Upper_meso,outer_reef,wall,0,0,8.2865,0,0,0,0,0,14.47145,0,0,57.27695,0,7.240566667,0,0
OSPR-01,47.3,50m,Upper_meso,outer_reef,wall,0,12.8872,0,0,0,0,0,19.49703333,14.4222,14.4004,0,0,0,9.4874,0,0
OSPR-01,47.8,50m,Upper_meso,outer_reef,moderate_slope,0,9.7754,14.88726667,12.646475,0,0,0,26.0745,16.2901,0,0,38.17402,0,15.20381111,0,0
OSPR-01,52.4,60m,Upper_meso,outer_reef,steep_slope,0,12.45,13.7987,0,41.34,0,0,21.24332,13.059675,0,0,53.65725,0,10.38038947,24.6344,0
OSPR-01,52.8,60m,Upper_meso,outer_reef,steep_slope,0,0,6.3785,0,56.5554,0,0,19.9803,11.587225,0,0,44.22825,0,8.7684,0,11.0914
OSPR-01,53.2,60m,Upper_meso,outer_reef,steep_slope,48.4342,0,0,0,0,0,0,27.89,0,12.65,0,0,0,13.78308571,0,0
OSPR-01,55,60m,Upper_meso,outer_reef,steep_slope,0,0,14.48433333,0,13.0424,0,0,18.608425,14.34856667,12.24323333,0,0,0,8.358914286,0,0
OSPR-01,56.2,60m,Upper_meso,outer_reef,wall,0,0,0,0,0,0,0,19.33405,13.00066667,9.4018,0,25.046,0,9.68508,0,0
OSPR-01,57.2,60m,Upper_meso,outer_reef,steep_slope,0,0,0,0,0,0,0,14.12715,0,26.973275,0,122.7338,0,7.254333333,0,13.8774
OSPR-01,63.2,70m,Lower_meso,outer_reef,moderate_slope,0,0,9.34,0,0,0,0,34.1261,14.287875,8.008733333,0,25.4593,45.7712,11.85008,0,0
OSPR-01,64.6,70m,Lower_meso,outer_reef,steep_slope,0,18.8,0,0,0,0,0,20.24568333,18.67445,19.801,0,18.54,0,12.357175,0,0
OSPR-01,65.8,70m,Lower_meso,outer_reef,steep_slope,0,0,9.314,0,0,0,0,14.65,12.6427,7.83755,0,0,0,12.1419875,0,0
OSPR-01,66.2,70m,Lower_meso,outer_reef,steep_slope,0,0,22.4929,0,0,0,0,22.630675,14.6019,0,0,21.04235,0,8.733966667,0,0
OSPR-01,67.8,70m,Lower_meso,outer_reef,steep_slope,0,0,18.163,0,0,0,0,24.04735,14.46145,0,0,0,0,9.708816667,0,0
OSPR-01,70.2,70m,Lower_meso,outer_reef,steep_slope,0,0,0,0,0,0,0,20.56415,13.4198,28.5,0,52.17,0,11.61092857,0,0
OSPR-01,70.9,70m,Lower_meso,outer_reef,steep_slope,0,14.5,0,0,0,0,0,0,20.4,15.4,0,0,0,13.62021667,0,0
OSPR-01,72.2,80m,Lower_meso,outer_reef,steep_slope,0,0,0,0,0,0,0,24.48675,11.1925,0,0,175.3686,0,12.1683375,0,0
OSPR-01,74.4,80m,Lower_meso,outer_reef,steep_slope,0,0,0,0,0,0,0,23.7984,9.2929,0,0,27.2188,0,8.445575,0,43.6164
OSPR-01,77,80m,Lower_meso,outer_reef,steep_slope,0,11.5428,0,0,0,0,0,23.68496,17.1651,0,0,0,0,8.58708125,0,0
OSPR-01,77.2,80m,Lower_meso,outer_reef,steep_slope,0,0,9.5628,0,0,0,0,22.62095,0,5.84,0,0,0,8.78229,0,0
OSPR-01,82.3,90m,Lower_meso,outer_reef,wall,0,0,0,0,0,0,0,28.5846,7.2568,8.23,0,0,0,8.601757143,0,0
OSPR-01,82.5,90m,Lower_meso,outer_reef,steep_slope,0,0,0,0,0,0,0,0,0,38.9778,0,0,0,22.7992,0,0
OSPR-01,84.5,90m,Lower_meso,outer_reef,steep_slope,0,0,0,0,0,0,0,0,0,0,0,112.9114,0,19.48835,0,0
OSPR-01,85.1,90m,Lower_meso,outer_reef,steep_slope,0,0,0,0,0,0,0,0,12.56,0,0,75.67,0,14.53,0,0
OSPR-01,86.4,90m,Lower_meso,outer_reef,steep_slope,0,0,0,0,0,0,0,0,0,0,0,0,0,8.316566667,0,0
OSPR-01,87.6,90m,Lower_meso,outer_reef,wall,0,0,0,0,0,0,0,0,0,15.605,0,0,0,10.03666667,0,0
OSPR-01,90.4,90m,Lower_meso,outer_reef,steep_slope,0,0,0,0,0,0,0,21.695,11.0967,9.580066667,0,10.9981,0,7.686857143,0,0
OSPR-01,91.1,100m,Lower_meso,outer_reef,wall,0,0,0,0,0,0,0,0,19.3,0,0,40.257175,133.4,9.3476,0,0
OSPR-01,91.3,100m,Lower_meso,outer_reef,wall,0,0,0,0,0,0,0,19.0772,16.49425,11.4625,0,0,0,8.320254545,0,0
OSPR-01,92.4,100m,Lower_meso,outer_reef,wall,0,0,0,0,0,0,0,28.44095,12.4,0,0,0,0,8.731666667,0,0
OSPR-01,93.9,100m,Lower_meso,outer_reef,wall,0,0,0,0,0,0,0,0,16.8083,9.76405,0,0,0,7.49332,0,0
OSPR-01,94,100m,Lower_meso,outer_reef,wall,0,0,0,0,0,0,0,0,12.6278,9.4,0,34.0092,0,9.23335,0,0
OSPR-01,96.3,100m,Lower_meso,outer_reef,wall,0,0,0,0,0,0,0,21.2,10.5293,5.2,0,132.4374667,0,5.624,57.2738,0
OSPR-01,98.8,100m,Lower_meso,outer_reef,wall,0,0,0,0,0,0,0,0,11.30065,13.5189,0,0,0,9.7513,0,0
OSPR-02,6.1,10m,Shallow,outer_reef,gentle_slope,0,15.43,25.99562857,16.46091429,36.0835,0,0,28.0195,14.19626667,0,0,15.985,31.2779,10.73412353,27.38345556,0
OSPR-02,6.2,10m,Shallow,outer_reef,moderate_slope,40.48503333,8.2976,13.90476667,16.59897143,44.54615,0,0,29.372325,14.31702,16.265,0,0,33.21,16.1705,26.16245714,0
OSPR-02,7.3,10m,Shallow,outer_reef,moderate_slope,52.437,0,15.14595714,16.99001429,31.0861,0,0,27.76311429,14.896,27.01706667,0,29.16692,29.6098,8.74269375,29.4033,16.54
OSPR-02,8.2,10m,Shallow,outer_reef,moderate_slope,29.626125,12.36463333,16.51446,17.75956,45.374,0,0,33.51695,13.94065,17.59622,0,27.89565,0,10.76641538,30.0491,0
OSPR-02,9.4,10m,Shallow,outer_reef,moderate_slope,0,15.0397,21.91123333,14.29888,41.45528,0,0,27.57666667,15.375,19.3758,0,26.1193,0,16.70349,0,26.1977
OSPR-02,12.7,20m,Shallow,outer_reef,moderate_slope,0,11.4835,15.10926667,14.390425,34.58885,0,0,24.0475,12.853525,12.4256,0,24.5561,0,8.987853846,27.94143333,0
OSPR-02,14.1,20m,Shallow,outer_reef,steep_slope,28.80203333,9.1118,14.32,12.75953333,26.91155,0,0,0,11.7505,0,0,0,0,12.32081,20.3013,0
OSPR-02,15.8,20m,Shallow,outer_reef,steep_slope,0,0,11.43,9.32,48.5133,0,14.872,15.9378,13.63765,0,0,0,0,7.519833333,35.43,0
OSPR-02,17.1,20m,Shallow,outer_reef,wall,0,0,12.6631,11.43,21.6549,0,0,27.89,0,22.05835,0,0,0,9.955333333,0,0
OSPR-02,18.2,20m,Shallow,outer_reef,wall,0,10.0502,16.3304,0,27.7524,0,0,24.37846667,12.50193333,0,0,17.7825,0,12.20955385,22.7638,8.82
OSPR-02,21.4,30m,Shallow,outer_reef,moderate_slope,0,0,15.70905,13.3679,0,0,0,28.09655,0,0,0,28.92,0,13.41096154,0,0
OSPR-02,23.1,30m,Shallow,outer_reef,wall,0,11.03835,17.4001,11.5271,0,0,0,0,10.061225,22.12,0,0,25.9592,11.62319231,23.0665,0
OSPR-02,24.9,30m,Shallow,outer_reef,steep_slope,23.3967,11.1246,0,13.23,0,0,0,18.0074,14.0168,0,0,0,0,8.82113,54.9605,0
OSPR-02,27.7,30m,Shallow,outer_reef,steep_slope,27.5434,0,0,13.97985,0,0,0,0,15.57785,31.34,4.6389,22.5298,0,7.558957143,31.2087,0
OSPR-02,28,30m,Shallow,outer_reef,steep_slope,0,0,0,14.325575,0,0,0,25.5206,9.9062,16.32,0,17.64663333,0,9.276127273,0,0
OSPR-02,32.2,40m,Upper_meso,outer_reef,steep_slope,0,0,11.4629,10.01575,0,0,0,0,14.5911,0,16.9609,18.75634444,0,8.834215385,0,0
OSPR-02,33.2,40m,Upper_meso,outer_reef,steep_slope,0,14.32,12.37905,14.32,0,0,0,17.65,0,16.43,0,42.8466,0,7.529727273,36.6817,0
OSPR-02,35,40m,Upper_meso,outer_reef,steep_slope,0,0,11.19875,0,0,0,0,0,13.5534,0,0,14.19645,56.57,6.836853846,0,0
OSPR-02,36.9,40m,Upper_meso,outer_reef,steep_slope,0,0,0,0,0,0,0,0,17.54,16.43,0,0,0,7.5059,0,0
OSPR-02,38.1,40m,Upper_meso,outer_reef,steep_slope,0,0,22.87,0,0,0,0,69.43,16.1943,20.32,0,203.1847,0,9.886623077,22.7632,0
OSPR-02,42.3,50m,Upper_meso,outer_reef,moderate_slope,0,15.0635,6.6598,23.3478,27.9035,0,0,19.6462,13.16777143,0,0,15.0359,0,9.492094444,24.060525,0
OSPR-02,44.4,50m,Upper_meso,outer_reef,steep_slope,0,0,0,0,0,0,0,24.91013333,18.9643,17.54,0,0,0,11.1198,0,0
OSPR-02,44.8,50m,Upper_meso,outer_reef,wall,0,9.4646,0,0,0,0,0,18.55,14.3464,14.56,0,137.4941,57.38,13.70064375,0,0
OSPR-02,47.7,50m,Upper_meso,outer_reef,steep_slope,24.514,14.0711,0,0,33.4356,0,0,17.1923,21.3492,0,6.8786,41.23,32.9559,13.54120435,26.91465,0
OSPR-02,47.8,50m,Upper_meso,outer_reef,moderate_slope,0,0,8.98,12.2188,0,0,0,0,14.2162,0,14.43,24.65266667,0,8.23843125,0,0
OSPR-02,52.3,60m,Upper_meso,outer_reef,steep_slope,0,0,0,0,0,0,0,13.9581,15.01253333,20.35225,0,33.4265,0,11.07316154,0,0
OSPR-02,54.6,60m,Upper_meso,outer_reef,wall,0,17.32775,0,0,0,0,0,21.2943,11.5072,15.4895,0,66.1979,0,14.64299286,0,0
OSPR-02,59.8,60m,Upper_meso,outer_reef,wall,0,0,0,0,0,0,0,18.4,14.5,17.4,0,106.525,0,12.1688,0,0
OSPR-02,61.4,70m,Lower_meso,outer_reef,steep_slope,0,0,0,13.7785,0,0,0,0,12.314025,13.5036,0,19.5864,0,6.143215,0,0
OSPR-02,64.2,70m,Lower_meso,outer_reef,steep_slope,0,0,7.6659,0,0,0,0,10.8002,15.2685,0,5.676,15.2523,0,7.194433333,0,0
OSPR-02,68,70m,Lower_meso,outer_reef,steep_slope,0,0,0,0,61.0181,0,0,0,16.7471,0,0,11.8095,0,7.013733333,0,0
OSPR-02,71.6,80m,Lower_meso,outer_reef,steep_slope,0,0,0,15.1778,0,0,0,20.2874,0,15.4,23.2,21.2188,0,8.689273333,0,0
OSPR-02,74.4,80m,Lower_meso,outer_reef,steep_slope,0,0,0,0,0,0,0,0,0,11.3,0,0,0,7.50503,0,0
OSPR-02,77.2,80m,Lower_meso,outer_reef,steep_slope,0,0,0,0,0,0,0,21.2,12.5534,0,6.843,13.5052,0,6.007066667,0,0
OSPR-02,80.6,80m,Lower_meso,outer_reef,steep_slope,0,0,13.46335,0,0,0,0,23.0358,12.3653,9.3615,6.0774,16.7144,0,10.38204211,0,0
OSPR-02,84,90m,Lower_meso,outer_reef,wall,0,0,0,0,0,0,0,12.8417,0,0,0,20.7882,0,6.637171429,0,0
OSPR-02,87.6,90m,Lower_meso,outer_reef,wall,0,0,0,0,0,0,0,37.3,17.0899,8.77384,0,0,0,9.315652857,0,0
OSPR-02,90.6,90m,Lower_meso,outer_reef,wall,0,0,0,0,0,0,0,0,0,8.372825,0,0,0,7.36526,0,0
OSPR-02,94.1,100m,Lower_meso,outer_reef,wall,0,0,0,0,0,0,0,19.37515,7.3883,17.07408,0,0,36.1738,22.94211667,0,37.2882
OSPR-02,97.2,100m,Lower_meso,outer_reef,wall,0,0,0,0,0,0,0,0,0,4.3,0,94.52928,0,8.48,0,0
OSPR-03,6.4,10m,Shallow,outer_reef,moderate_slope,0,16.534,18.35826667,17.222014,25.111484,0,0,22.45021429,15.5977,26.765,0,19.76535,30.248,13.69471278,25.06002857,13.5432
OSPR-03,8.3,10m,Shallow,outer_reef,moderate_slope,31.5432,12.8119,18.895375,16.21,19.543,0,0,23.73525,13.00236667,20.432,0,20.4325,38.05325,11.81400286,22.503,0
OSPR-03,14.5,20m,Shallow,outer_reef,wall,0,15.432,16.5432,18.432,24.6242,0,0,0,0,17.543,0,0,55.765,9.886547619,0,0
OSPR-03,18.1,20m,Shallow,outer_reef,steep_slope,0,9.432,14.27644,0,29.654,0,0,18.5425,9.432,0,0,0,0,10.11287059,0,0
OSPR-03,24.4,30m,Shallow,outer_reef,steep_slope,0,0,13.932,16.432,0,0,0,21.4875,9.432,19.10576667,0,18.534,0,10.74958889,0,0
OSPR-03,28.2,30m,Shallow,outer_reef,wall,0,11.432,15.43213333,18.9937,0,0,0,18.58135,14.080906,12.09873333,0,127.043,0,13.73702438,0,0
OSPR-03,34.3,40m,Upper_meso,outer_reef,steep_slope,0,10.432,0,12.8845,0,0,0,29.193,18.58934,18.47816,0,19.4875,129.4181,11.41395556,19.432,0
OSPR-03,37.5,40m,Upper_meso,outer_reef,steep_slope,29.0824,22.5254,0,0,0,0,0,25.432321,16.11362705,17.98235,0,0,20.3421,14.41047072,0,0
OSPR-03,45.8,50m,Upper_meso,outer_reef,wall,0,0,8.312,0,0,0,0,14.4321,15.831904,12.3412,0,87.98986,0,12.48028168,0,0
OSPR-03,47.4,50m,Upper_meso,outer_reef,wall,0,0,0,0,0,0,0,34.639646,0,0,0,52.9931,0,17.217008,0,0
OSPR-03,51,60m,Upper_meso,outer_reef,wall,0,0,0,0,0,0,0,21.092,18.665,0,0,0,0,12.23944,0,0
OSPR-03,53.6,60m,Upper_meso,outer_reef,wall,0,0,0,0,0,0,0,18.6552,15.918875,0,0,0,0,12.402735,0,0
OSPR-03,55.6,60m,Upper_meso,outer_reef,wall,0,0,0,12.6534,0,0,0,11.5662,16.5422,17.542,0,49.4478,0,17.09323357,0,0
OSPR-03,55.7,60m,Upper_meso,outer_reef,steep_slope,0,0,10.321,0,0,0,0,18.70975,17.03940383,22.76595,0,130.9776156,0,9.751418446,0,0
OSPR-03,60.6,60m,Upper_meso,outer_reef,wall,0,0,51.9854,0,0,0,0,14.321,18.243125,9.983,0,55.7856,0,16.28745333,0,0
OSPR-03,64.9,70m,Lower_meso,outer_reef,wall,0,0,0,0,67.55432,0,0,38.4311,16.94435,14.1554,0,36.09412,18.4322,18.14545706,22.788,0
OSPR-03,68.7,70m,Lower_meso,outer_reef,steep_slope,0,0,0,0,0,0,0,0,13.98485,0,0,16.521,0,10.44295,0,0
OSPR-03,70.5,70m,Lower_meso,outer_reef,steep_slope,0,0,0,0,0,0,0,22.20375,13.991,5.43,0,0,0,10.01671429,0,0
OSPR-03,75.6,80m,Lower_meso,outer_reef,steep_slope,0,0,0,0,0,0,0,0,16.92281625,14.45186,0,77.8317,75.542,20.06656826,0,0
OSPR-03,78.1,80m,Lower_meso,outer_reef,steep_slope,0,0,11.543,0,0,0,0,16.1541,13.804075,10.6534,0,56.765,0,12.72843143,0,0
OSPR-03,78.9,80m,Lower_meso,outer_reef,steep_slope,0,0,0,0,0,0,0,0,0,22.5438,0,20.432,0,9.300691667,0,0
OSPR-03,81.1,90m,Lower_meso,outer_reef,steep_slope,0,0,11.308,0,0,0,0,16.5342,12.5643,6.5643,0,18.432,0,9.727758824,0,0
OSPR-03,87.4,90m,Lower_meso,outer_reef,steep_slope,0,0,0,0,0,0,0,0,18.432,0,0,235.6773,0,14.12144,0,0
OSPR-03,88.2,90m,Lower_meso,outer_reef,wall,0,0,0,0,0,0,0,0,0,0,0,0,0,14.6436,0,0
OSPR-03,91,100m,Lower_meso,outer_reef,wall,0,0,0,0,0,0,0,0,20.432,14.7029706,0,81.5895,0,10.53686133,0,0
OSPR-03,96.5,100m,Lower_meso,outer_reef,wall,0,0,0,0,0,0,0,0,0,11.72836667,0,203.4580667,0,21.07389,41.3365,0
SAUM-01,29.5,30m,Shallow,inner_reef,flat,46.056,0,35.88988889,0,0,0,0,32.41213333,23.73605,36.4809,0,0,0,44.95805,0,0
SAUM-01,29.6,30m,Shallow,inner_reef,flat,0,12.2655,24.04298571,0,0,57.022,0,32.04874615,14.04421429,23.52695714,7.4354,0,0,9.18664,0,0
SAUM-01,29.8,30m,Shallow,inner_reef,flat,0,0,0,0,0,0,0,0,12.0607,0,6.2403,0,0,3.8779,0,0
SAUM-01,29.9,30m,Shallow,inner_reef,flat,0,0,35.0169,0,0,0,0,36.82565,16.6353,9.7064,0,0,0,0,0,0
SAUM-02,19.6,20m,Shallow,lagoon,flat,0,0,0,0,0,0,0,0,0,0,4.5654,0,0,0,0,0
SAUM-02,20.4,20m,Shallow,lagoon,flat,0,0,0,0,0,0,0,0,0,6.5422,0,0,0,0,0,0
SAUM-02,21.1,30m,Shallow,lagoon,flat,0,0,0,0,0,0,0,0,0,10.543,0,0,0,0,0,0
SAUM-02,21.5,30m,Shallow,lagoon,flat,0,0,0,0,0,0,0,0,0,16.5898,0,0,0,0,0,0
SAUM-02,22.2,30m,Shallow,lagoon,flat,0,0,0,0,0,0,0,0,15.7654,0,0,0,0,0,0,0
SAUM-02,23.1,30m,Shallow,lagoon,flat,0,0,0,0,0,0,0,0,0,0,60.4321,257.543,0,0,0,0
WILL-01,35.2,40m,Upper_meso,outer_reef,gentle_slope,0,12,26.8942,18.66666667,0,0,0,22.61829,11.97223333,13,0,161.204975,18,8.929817647,27,0
WILL-01,40,40m,Upper_meso,outer_reef,steep_slope,0,13.0455,20.2169,0,0,0,0,17,12.3,9.15,0,0,143.9888,6.764933333,0,0
WILL-01,42,50m,Upper_meso,outer_reef,steep_slope,0,15.5,15.73247,17.6,0,0,0,24.50498333,16.74614,10.24558571,7.45,19.1,0,9.276483871,28.6,0
WILL-01,42.3,50m,Upper_meso,outer_reef,gentle_slope,0,10.7595,15.279175,0,0,0,0,27.735,13.51326,13.33333333,9,36.7701,189,8.78753125,0,15
WILL-01,43,50m,Upper_meso,outer_reef,steep_slope,0,0,14.3,16.3,0,0,0,54.2196,17,9.033333333,5.7243,36.2,0,10.10416923,0,0
WILL-01,44.1,50m,Upper_meso,outer_reef,steep_slope,0,0,11.79585,0,0,0,0,38.765,15.5133,10.1949875,6.3,0,0,13.64997143,25.13315,0
WILL-01,44.4,50m,Upper_meso,outer_reef,gentle_slope,0,11.6338,17,0,0,0,0,18.8934,19.75006667,13.33333333,0,0,0,8.134483333,0,0
WILL-01,44.8,50m,Upper_meso,outer_reef,steep_slope,0,0,12.5531,0,0,0,0,19.374,0,6.0657,36.0994,0,0,8.50275,0,0
WILL-01,50.1,50m,Upper_meso,outer_reef,steep_slope,0,0,17.44783333,13.5236,0,0,45.2908,22.524,18.33333333,14.23333333,5.4,0,189,8.9827,0,16.4222
WILL-01,50.4,50m,Upper_meso,outer_reef,steep_slope,0,9.6599,0,23.2315,34.3328,0,0,30.35791429,13.18063333,12.57236667,0,199.2407,0,11.7362,19.4217,0
WILL-01,51.5,60m,Upper_meso,outer_reef,steep_slope,0,0,11.2559,18.6951,0,0,0,19.8444,13.0802,6.75,6.5,149.1715,190.9287,21.71583333,0,13
WILL-01,52.3,60m,Upper_meso,outer_reef,steep_slope,0,0,16.29043333,0,0,0,0,20.1986,12.0544,10.18,0,97.35974,0,13.30632222,22.0431,0
WILL-01,60.1,60m,Upper_meso,outer_reef,steep_slope,0,0,0,0,0,0,0,0,19.5,0,0,145.58085,246.9634,5.765,0,0
WREC-01,31.5,40m,Upper_meso,outer_reef,gentle_slope,0,13.20106667,18.2264,13.53123333,0,0,0,15.5059,16.47877,0,0,27.147,0,15.77235217,29.19523333,0
WREC-01,36.3,40m,Upper_meso,outer_reef,gentle_slope,0,0,16.1631,16.67276364,0,0,0,23.226975,10.4111,0,0,0,56.33095,10.56976429,19.1661,0
WREC-01,36.5,40m,Upper_meso,outer_reef,gentle_slope,0,10.0119,14.014075,14.25788333,0,0,0,18.18076667,13.9085,22.2189,5.085966667,0,0,12.30403333,24.45393333,0
